SeqCluster,ClusterNumber,Domain_IDs,Pfam_result
CK_00003527,CK_Pro_SS51_00611,PF05693,PF00534
CK_00003530,CK_Syn_A15-127_02341,PF14897,PF14897
CK_00003538,CK_Syn_KORDI-100_01100,PF01636  PF01633,PF01633
CK_00003540,CK_Pro_MED4_01241,PF13489,PF08241
CK_00003550,CK_Pro_MIT9107_00462,PF00535,PF00535
CK_00003563,CK_Pro_MIT9401_00315,PF03441,PF03441
CK_00003571,CK_Pro_MED4_01377,PF01073,PF01370
CK_00003613,CK_Pro_MIT9215_19531,PF01068  PF17879,PF01068|PF14743
CK_00003618,CK_Syn_CC9605_02036,PF05045  PF00534  PF13524  PF13641,PF00535|PF05045|PF22772
CK_00003620,CK_Pro_MIT9313_00089,PF01757,PF01757
CK_00003622,CK_Syn_A18-25c_00103,PF01973,PF01973|PF20157
CK_00003624,CK_Pro_MIT0604_01496,PF00248,PF00248
CK_00003628,CK_Syn_MITS9220_00204,PF04101  PF04101,PF13302
CK_00003630,CK_Syn_WH8109_00105,PF05711  PF13578,PF13578
CK_00003631,CK_Syn_NOUM97013_00096,PF01061,PF01061
CK_00003634,CK_Syn_BIOS-U3-1_00115,PF13641  PF02709,PF00535
CK_00003649,CK_Pro_MIT0703_01592,PF11335,PF11335
CK_00003658,CK_Pro_MIT9313_00302,PF13195  PF13604  PF13086  PF13087  PF18741,PF13086|PF13087|PF13195|PF18741
CK_00003687,CK_Pro_MIT0703_02649,PF01855  PF17147  PF01558  PF13484  PF12838  PF13484  PF13237  PF02775,PF01558|PF01855|PF02775|PF17147
CK_00003688,CK_Pro_MIT9303_17191,PF00999,PF00999
CK_00003700,CK_Pro_MIT9313_00623,PF05088,PF00208|PF02812
CK_00003701,CK_Pro_MIT0702_02779,PF06027  PF00892,PF00892
CK_00003719,CK_Pro_MIT0702_02081,PF01066,PF01066
CK_00003730,CK_Pro_MIT9313_00909,PF00375  PF00497  PF00497,PF00375|PF00497
CK_00003740,CK_Syn_RS9916_35087,PF01925,PF01925
CK_00003750,CK_Pro_MIT9303_11851,PF08857,PF08857
CK_00003795,CK_Pro_MIT0703_02409,PF13833  PF13499,PF13753
CK_00003801,CK_Pro_MIT0701_02045,PF04672,PF04072
CK_00003824,CK_Pro_MIT9303_04611,PF06609,PF07690
CK_00003842,CK_Pro_GP2_00776,PF00529  PF16576,PF16576
CK_00003868,CK_Syn_A15-62_00184, , 
CK_00003877,CK_Cya_CB0101_14544,PF01040,PF01040
CK_00003878,CK_Pro_MIT9313_02032,PF12710  PF03706,PF03706|PF12710
CK_00003879,CK_Syn_TAK9802_00581,PF03706,PF03706|PF12710
CK_00003881,CK_Pro_MIT9314_01816,PF01565  PF04030,PF01565|PF04030
CK_00003888,CK_Pro_MIT9303_27271,PF08548  PF00353  PF08548,PF00353|PF08548
CK_00003902,CK_Pro_MIT9313_02147,PF04773,PF04773
CK_00003911,CK_Pro_SS120_00061,PF03706,PF03706
CK_00003934,CK_Pro_MIT9211_14311, , 
CK_00003964,CK_Pro_SS2_00493,PF00078  PF00078,PF00078
CK_00003965,CK_Pro_MIT9311_00308,PF04434,PF04434
CK_00003966,CK_Pro_SS35_01997, , 
CK_00004010,CK_Syn_KORDI-49_22130,PF05368,PF01370
CK_00004123,CK_Pro_NATL1A_08671,PF13691  PF12706,PF00355|PF13483
CK_00004126,CK_Pro_LG_00606,PF08757  PF05048,PF08757
CK_00004130,CK_Pro_MIT9311_00756,PF18766  PF10593,PF04851|PF10593
CK_00004133,CK_Pro_SS35_00084,PF13383,PF05050
CK_00004137,CK_Pro_LG_02006,PF01073  PF16363,PF01370
CK_00004141,CK_Syn_A15-24_00106,PF13450  PF13450  PF03275,PF03275|PF13450
CK_00004142,CK_Pro_SS120_01287, , 
CK_00004144,CK_Pro_LG_02014, , 
CK_00004151,CK_Pro_SS2_00344,PF04724,PF04724
CK_00004207,CK_Syn_A15-44_01763,PF11185,PF11185
CK_00004208,CK_Pro_SS35_00781,PF05231  PF07730  PF02518,PF02518
CK_00004229,CK_Pro_MIT0603_01905,PF01070,PF01070
CK_00004230,CK_Pro_LG_01667,PF01565  PF09330,PF01565|PF09330
CK_00004282,CK_Pro_MIT9123_00876, ,PF01663
CK_00004289,CK_Syn_PROS-7-1_00269, , 
CK_00004302,CK_Syn_WH8101_00051, , 
CK_00004322,CK_Syn_RS9916_36792,PF14312  PF14312  PF14312  PF14312  PF14312  PF14312  PF14312  PF13448, 
CK_00004352,CK_Syn_RS9916_36052,PF09925  PF10101,PF09925
CK_00004391,CK_Syn_RS9916_34487,PF09587,PF09587
CK_00004442,CK_Cya_NS01_02285, , 
CK_00004454,CK_Syn_PROS-9-1_00795,PF07690,PF07690
CK_00004480,CK_Syn_BIOS-E4-1_01994,PF13495  PF00589, 
CK_00004513,CK_Syn_RS9916_31832,PF02016,PF02016|PF17676
CK_00004563,CK_Syn_A15-60_02236,PF00805  PF13576  PF00805  PF13599  PF13599  PF13599,PF00805|PF13599
CK_00004599,CK_Syn_CC9311_01608,PF01494,PF01494
CK_00004728,CK_Syn_MEDNS5_01812,PF04228,PF04228
CK_00004731,CK_Syn_MEDNS5_01810, , 
CK_00004733,CK_Syn_RS9916_26299,PF13809,PF13809
CK_00004734,CK_Syn_RS9916_26294, , 
CK_00004739,CK_Syn_RS9916_26269,PF03142,PF13641
CK_00004744,CK_Cya_PCC6307_01721, , 
CK_00004793,CK_Syn_RS9909_01076,PF00905,PF00905
CK_00004798,CK_Syn_RS9909_01070,PF09369,PF09369
CK_00004799,CK_Syn_RS9907_01396,PF16203,PF00271
CK_00004802,CK_Syn_RS9909_01066,PF02384,PF07669|PF20466
CK_00004803,CK_Cya_PCC6307_01265,PF00176  PF16203,PF00176|PF00271
CK_00004806,CK_Syn_PROS-7-1_01244,PF07992  PF02852,PF02852|PF07992
CK_00004812,CK_Syn_RS9917_00942,PF13635,PF13173|PF13635
CK_00004818,CK_Syn_RS9917_01382,PF00672  PF00512  PF14501,PF00512|PF02518
CK_00004819,CK_Syn_RS9909_00897,PF13458,PF13458
CK_00004820,CK_Syn_RS9909_00896,PF07244  PF03865  PF01103,PF03865|PF08479
CK_00004822,CK_Syn_RS9917_01412,PF04278, 
CK_00004824,CK_Syn_RS9909_00890,PF08448  PF13188  PF00512  PF13581,PF00512|PF02518|PF08447|PF13188
CK_00004825,CK_Syn_RS9917_01616,PF14525,PF12833|PF14525
CK_00004828,CK_Syn_A15-44_02495,PF13657  PF07804,PF07804|PF13657
CK_00004847,CK_Syn_RS9909_00736,PF00122  PF00702,PF00122
CK_00004848,CK_Syn_NOUM97013_00589,PF03466,PF03466
CK_00004855,CK_Syn_NOUM97013_01952, ,PF01735
CK_00004863,CK_Syn_WH8101_00439,PF04632,PF13515
CK_00004865,CK_Syn_WH8101_02502,PF00529  PF16576,PF13533
CK_00004866,CK_Syn_NOUM97013_00997,PF02321  PF02321,PF02321
CK_00004870,CK_Syn_RS9917_03943, , 
CK_00004879,CK_Syn_RS9909_00350, , 
CK_00004881,CK_Syn_RS9917_04048,PF01391  PF01391  PF01391  PF07603,PF01391
CK_00004883,CK_Syn_RS9909_00345, , 
CK_00004884,CK_Syn_RS9909_00344, , 
CK_00004888,CK_Syn_A15-44_02497,PF13337  PF16565  PF16565,PF13337|PF16565|PF20442
CK_00004889,CK_Syn_RS9917_04113,PF08665, 
CK_00004891,CK_Cya_NS01_01596,PF04465,PF19557
CK_00004893,CK_Syn_RS9909_00330,PF08849, 
CK_00004894,CK_Syn_RS9917_04148,PF04471  PF04471,PF04471
CK_00004896,CK_Syn_RS9917_04158,PF02498,PF02498
CK_00004902,CK_Syn_RS9909_00321, , 
CK_00004903,CK_Syn_RS9917_04250,PF08843,PF08843
CK_00004907,CK_Syn_RS9917_04335, , 
CK_00004915,CK_Pro_MIT0702_00546,PF08323  PF13692  PF13524, 
CK_00004916,CK_Syn_RS9917_04620, , 
CK_00004923,CK_Syn_PROS-9-1_00244,PF00535  PF13704  PF02709,PF00535
CK_00004926,CK_Syn_RS9917_04735,PF11103  PF11103  PF14261,PF11103|PF14261
CK_00004937,CK_Syn_RS9909_00118,PF00126  PF03466,PF00126|PF03466
CK_00004938,CK_Syn_RS9917_05230,PF00743,PF00743
CK_00004956,CK_Syn_RS9909_02768,PF13448, 
CK_00004973,CK_Syn_A18-46.1_00969,PF13444  PF13673  PF04831  PF00027,PF00027|PF13444
CK_00004974,CK_Cya_CB0101_03195,PF08498  PF02353,PF13649
CK_00004978,CK_Cya_CB0101_03050, , 
CK_00004981,CK_Syn_RS9909_02465,PF13469,PF13424|PF13469|PF14559
CK_00005013,CK_Cya_PCC7001_00557,PF01168,PF01168
CK_00005014,CK_Syn_A18-25c_02952,PF00128  PF16657  PF00686,PF00128|PF00686
CK_00005017,CK_Cya_CB0101_09534,PF00561,PF00561
CK_00005047,CK_Cya_NS01_01162,PF13310,PF13310
CK_00005070,CK_Cya_PCC7001_02614,PF08378  PF09848,PF09848
CK_00005078,CK_Pro_MIT9313_00854,PF00924,PF00924|PF21082
CK_00005084,CK_Cya_CB0101_00837,PF13515  PF10334,PF13515
CK_00005085,CK_Syn_RS9917_12170,PF04632, 
CK_00005097,CK_Cya_CB0101_09514,PF04055  PF06969,PF04055
CK_00005119,CK_Syn_RS9917_13340,PF00355  PF00355  PF00848,PF00355|PF00848
CK_00005137,CK_Cya_PCC6307_02439,PF12860  PF00990  PF00990  PF00563,PF00563|PF00990
CK_00005170,CK_Syn_A18-46.1_00088,PF08548  PF13946  PF08548  PF00353,PF00353
CK_00005171,CK_Syn_A15-24_00154,PF01697,PF13704
CK_00005172,CK_Syn_WH8103_00104,PF03567,PF03567
CK_00005173,CK_Syn_A18-46.1_00108, , 
CK_00005177,CK_Syn_RS9907_02215,PF02485,PF02485
CK_00005181,CK_Syn_WH8103_00217,PF16655  PF16655  PF09423  PF08548  PF00353  PF00353,PF00353|PF09423|PF16655
CK_00005183,CK_Syn_A15-24_00378,PF01075, 
CK_00005186,CK_Syn_RS9907_02840,PF13469,PF13469
CK_00005187,CK_Syn_WH8102_00354,PF10544,PF13455
CK_00005208,CK_Syn_WH8103_00461,PF05045,PF05045
CK_00005209,CK_Syn_WH8103_00463, ,PF13646
CK_00005211,CK_Syn_WH8102_00417,PF16822,PF16822
CK_00005212,CK_Syn_A15-127_02395, , 
CK_00005213,CK_Pro_MIT0601_01234,PF00682  PF01973,PF00682
CK_00005223,CK_Syn_WH8102_00438,PF01522,PF01522
CK_00005227,CK_Syn_A15-127_02367,PF03031,PF00550|PF00583
CK_00005244,CK_Syn_WH8103_00595, , 
CK_00005245,CK_Syn_BOUM118_00533,PF01697,PF13704
CK_00005254,CK_Syn_A15-127_02121, , 
CK_00005255,CK_Syn_A15-24_00684,PF13469, 
CK_00005262,CK_Syn_A18-46.1_00830,PF00160,PF00160
CK_00005263,CK_Syn_WH8103_00869,PF05787  PF13449,PF13449
CK_00005268,CK_Cya_NS01_02844,PF00657,PF00657
CK_00005277,CK_Syn_A18-40_01014,PF14252  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF13753  PF17892  PF17892  PF17892  PF13753  PF13753  PF17892  PF13753  PF13753  PF17892  PF17892  PF17892  PF17892  PF17892  PF17892  PF17892  PF17963  PF17892  PF17963  PF17892  PF17963  PF17892  PF17803  PF17892  PF17892  PF17963  PF17892  PF17892,PF13753|PF14252|PF17892
CK_00005281,CK_Syn_A18-40_01019,PF01618,PF01618
CK_00005294,CK_Cya_PCC7001_00576,PF05065,PF05065
CK_00005345,CK_Syn_KORDI-49_08230,PF10503,PF10503
CK_00005359,CK_Pro_MIT9123_01198, ,PF01435
CK_00005361,CK_Syn_BOUM118_01841,PF13464, 
CK_00005404,CK_Syn_WH8103_02575,PF11300, 
CK_00005422,CK_Syn_RS9915_02865,PF12697,PF12697
CK_00005438,CK_Pro_UH18301_01393,PF03071,PF08241
CK_00005442,CK_Syn_MINOS11_00159,PF04311, 
CK_00005443,CK_Cya_PCC6307_01139,PF13641  PF13844,PF00535|PF13692
CK_00005444,CK_Syn_RCC307_00166,PF13692  PF13524,PF00534
CK_00005445,CK_Syn_RCC307_00171, ,PF04932
CK_00005446,CK_Cya_PCC6307_01206,PF00535  PF13632  PF13439  PF00534,PF00534
CK_00005448,CK_Cya_CB0205_03328,PF16994  PF00534,PF00534
CK_00005449,CK_Pro_MIT9202_01012,PF13579  PF13692  PF13524, 
CK_00005450,CK_Syn_RCC307_00178,PF00535,PF00535
CK_00005451,CK_Syn_RCC307_00179,PF00982,PF00534|PF13579
CK_00005453,CK_Syn_RCC307_00182,PF10111,PF00535
CK_00005454,CK_Syn_BMK-MC-1_00305,PF16993,PF00534
CK_00005455,CK_Cya_CB0205_03378,PF12996  PF13524,PF12996|PF13524
CK_00005457,CK_Syn_RCC307_00194,PF08392  PF08541,PF08541|PF08545
CK_00005545,CK_Syn_MINOS11_02063, , 
CK_00005558,CK_Syn_MINOS11_01833,PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658  PF05658,PF03895|PF05658
CK_00005565,CK_Syn_NOUM97013_02274, ,PF03567
CK_00005566,CK_Syn_KORDI-49_20920,PF05212, 
CK_00005582,CK_Syn_MINOS11_00845, , 
CK_00005584,CK_Syn_RCC307_00803,PF01266,PF01266
CK_00005600,CK_Syn_WH8016_01157,PF16576  PF00529,PF00529|PF16576
CK_00005601,CK_Syn_WH8016_01156,PF07690,PF07690
CK_00005619,CK_Syn_MINOS11_01028,PF12850,PF00149
CK_00005682,CK_Syn_RCC307_01135,PF03435  PF16653,PF03435
CK_00005722,CK_Syn_MINOS11_01564,PF13495  PF00589, 
CK_00005735,CK_Syn_RCC307_01510,PF07690,PF07690
CK_00005761,CK_Syn_MINOS11_01754, , 
CK_00005781,CK_Pro_MIT0701_01760, , 
CK_00005829,CK_Syn_BIOS-U3-1_02208, , 
CK_00005836,CK_Syn_MINOS11_02109, , 
CK_00005869,CK_Syn_MEDNS5_00372,PF03773  PF04945  PF04945,PF03773|PF04945
CK_00005885,CK_Syn_RCC307_02367,PF04311, 
CK_00005911,CK_Syn_MINOS11_02696,PF03567  PF03567, 
CK_00005916,CK_Pro_MIT9303_11801,PF01593,PF01593|PF13450
CK_00005932,CK_Syn_WH7803_00118,PF03016,PF03016
CK_00005935,CK_Syn_A15-24_00149,PF01075,PF01075
CK_00005939,CK_Syn_MEDNS5_01762,PF00083,PF00083
CK_00005940,CK_Syn_PROS-7-1_00186, , 
CK_00005942,CK_Syn_A18-25c_00182, ,PF07483
CK_00005950,CK_Syn_BMK-MC-1_00657,PF03600  PF02040,PF03600
CK_00005962,CK_Syn_WH7803_00851,PF02771  PF02770  PF08028, 
CK_00005963,CK_Syn_WH7803_00870,PF06863  PF06742  PF13448,PF06742|PF06863
CK_00005967,CK_Syn_WH8101_00780,PF13448,PF13448
CK_00005985,CK_Syn_WH7803_00945,PF13643,PF13643
CK_00005997,CK_Syn_MEDNS5_01101,PF01794  PF00355  PF13806,PF00355|PF01794
CK_00005998,CK_Syn_ROS8604_00153, , 
CK_00005999,CK_Syn_BMK-MC-1_01330,PF06027,PF00892
CK_00006000,CK_Syn_MEDNS5_01105,PF08443  PF02955  PF00583,PF00583|PF02955
CK_00006005,CK_Syn_A18-25c_01645, , 
CK_00006009,CK_Syn_PROS-7-1_01508, , 
CK_00006010,CK_Pro_MIT9303_19701,PF16156, 
CK_00006036,CK_Syn_WH7803_01802,PF16655  PF09423,PF09423|PF16655
CK_00006039,CK_Syn_WH7803_01915, , 
CK_00006063,CK_Syn_WH7803_02267,PF10609,PF10609
CK_00006064,CK_Syn_NOUM97013_02649,PF00512  PF00072,PF00072
CK_00006065,CK_Syn_A15-60_02750,PF17201  PF00512  PF02518  PF00072  PF00072,PF00072|PF00512|PF02518|PF17201
CK_00006070,CK_Syn_WH8101_02722,PF04632,PF13515
CK_00006071,CK_Syn_BMK-MC-1_02906, , 
CK_00006075,CK_Syn_WH7803_02409,PF08449,PF00892
CK_00006081,CK_Syn_BIOS-U3-1_00134,PF11968,PF13489
CK_00006085,CK_Syn_RS9902_00664,PF01576  PF00038, 
CK_00006104,CK_Syn_PROS-7-1_00098,PF00483  PF01633  PF08645,PF00483
CK_00006135,CK_Syn_CC9605_00650,PF07676  PF10647  PF07676  PF10647  PF00326,PF00326|PF07676
CK_00006138,CK_Syn_KORDI-100_28780,PF02535  PF02535,PF02535
CK_00006139,CK_Syn_A15-28_01861,PF13833  PF13499  PF04777,PF04777
CK_00006145,CK_Syn_KORDI-100_06440,PF07221  PF01740,PF07221
CK_00006147,CK_Syn_A15-28_02157,PF00686, 
CK_00006148,CK_Syn_CC9605_00819,PF17124  PF01965,PF17124
CK_00006156,CK_Syn_A15-62_00868,PF00753,PF00753
CK_00006157,CK_Syn_BIOS-U3-1_01676,PF00561  PF08386,PF00561
CK_00006203,CK_Syn_A15-44_01187,PF12974,PF12974
CK_00006214,CK_Syn_A15-24_01115,PF02679,PF02679
CK_00006215,CK_Syn_A15-62_01203,PF00060  PF00497,PF00497
CK_00006216,CK_Syn_CC9616_01564,PF00375,PF00375
CK_00006242,CK_Syn_CC9605_01417,PF13481  PF00772  PF12802,PF13481
CK_00006290,CK_Syn_CC9605_01668,PF00589,PF00589
CK_00006325,CK_Cya_CB0205_03283,PF01697,PF13704
CK_00006361,CK_Syn_A15-28_00685,PF00999,PF00999
CK_00006364,CK_Syn_A15-62_02223,PF06736,PF06736
CK_00006369,CK_Syn_A18-25c_00372,PF10009,PF10009
CK_00006382,CK_Syn_PROS-U-1_02130, , 
CK_00006391,CK_Pro_NATL1A_15801,PF03783, 
CK_00006394,CK_Syn_BIOS-E4-1_04097, , 
CK_00006398,CK_Syn_CC9605_02480, , 
CK_00006399,CK_Syn_A15-62_02648,PF08885,PF08885
CK_00006401,CK_Syn_WH8016_01965, , 
CK_00006408,CK_Syn_CC9605_02504,PF06325  PF05148,PF08241
CK_00006409,CK_Syn_CC9605_02505,PF02784  PF00278,PF00278|PF02784
CK_00006411,CK_Syn_BIOS-U3-1_03308,PF04831  PF00027  PF02142,PF00027|PF02142
CK_00006421,CK_Syn_CC9605_02600,PF07483  PF07483  PF07483  PF07483  PF07483  PF04151  PF04151  PF00082,PF00082
CK_00006424,CK_Syn_A15-127_02804,PF00795,PF00795
CK_00006434,CK_Syn_PROS-U-1_00113,PF05050  PF13383,PF05050
CK_00006442,CK_Pro_MIT9202_00282,PF01408  PF02894  PF02894,PF01408|PF02894
CK_00006453,CK_Syn_A15-62_00142,PF13439  PF05693  PF05693,PF00534
CK_00006468,CK_Syn_PROS-U-1_02606, , 
CK_00006470,CK_Pro_MIT0801_01729, , 
CK_00006480,CK_Syn_A15-28_00849,PF00672  PF00512  PF02518,PF00672|PF02518
CK_00006490,CK_Syn_PROS-U-1_01929,PF13469,PF13469
CK_00006510,CK_Syn_RS9902_02346,PF13469,PF13469
CK_00006520,CK_Syn_ROS8604_00691,PF13424  PF14559  PF09976,PF08795
CK_00006523,CK_Pro_MIT0702_01640,PF03781, 
CK_00006528,CK_Syn_CC9616_02559,PF14252, 
CK_00006536,CK_Cya_NS01_00367,PF00227, 
CK_00006566,CK_Cya_WH5701_01845,PF00248,PF00248
CK_00006571,CK_Cya_PCC6307_00950, ,PF20376
CK_00006574,CK_Cya_NS01_01120,PF05982,PF05982
CK_00006575,CK_Cya_WH5701_01970,PF00724,PF00724
CK_00006592,CK_Cya_WH5701_02214,PF00884  PF14707,PF00884
CK_00006594,CK_Cya_PCC7001_00356,PF12710,PF12710
CK_00006595,CK_Cya_PCC7001_00842,PF14525  PF12833,PF12833
CK_00006597,CK_Cya_PCC7001_01691,PF00884  PF14707  PF14707,PF00884|PF14707
CK_00006606,CK_Cya_PCC6307_01003,PF00487,PF00487
CK_00006607,CK_Cya_PCC6307_01004,PF00561,PF00561
CK_00006609,CK_Syn_KORDI-52_11580,PF13409  PF02798  PF00043, 
CK_00006615,CK_Cya_PCC7001_02751,PF01764,PF01764
CK_00006624,CK_Cya_NS01_01108,PF04784,PF04784
CK_00006625,CK_Cya_PCC6307_02510,PF06728, 
CK_00006626,CK_Cya_WH5701_02539,PF00535,PF00535
CK_00006648,CK_Pro_NATL1A_16251, ,PF18922
CK_00006654,CK_Syn_A15-60_00143,PF00685  PF00535  PF02709,PF00535
CK_00006658,CK_Cya_WH5701_03284,PF00982,PF00534|PF13439
CK_00006666,CK_Cya_WH5701_03609,PF09899  PF09899  PF09899,PF09899
CK_00006667,CK_Cya_NS01_00357,PF08240  PF16912,PF08240|PF13602
CK_00006678,CK_Cya_WH5701_04060,PF01544,PF01544
CK_00006688,CK_Syn_RS9907_00815,PF01420  PF01420,PF01420
CK_00006712,CK_Cya_WH5701_04385,PF07995,PF07995
CK_00006715,CK_Cya_WH5701_04425,PF05013,PF05013
CK_00006728,CK_Cya_PCC7001_00671,PF00924,PF00924
CK_00006730,CK_Pro_MIT0702_00292,PF00884  PF14707,PF00884|PF14707
CK_00006732,CK_Cya_WH5701_04630,PF12710,PF12710
CK_00006742,CK_Cya_NS01_00223,PF13520,PF13520
CK_00006743,CK_Cya_PCC6307_02572,PF00384  PF01568,PF00384|PF01568
CK_00006747,CK_Cya_PCC6307_02471,PF03476  PF03473,PF03473|PF03476
CK_00006750,CK_Syn_RS9902_02824,PF04773,PF04773
CK_00006754,CK_Cya_PCC6307_01280,PF14525  PF12833,PF12833
CK_00006766,CK_Cya_PCC7001_01082,PF12852  PF00165  PF12833,PF12833|PF12852
CK_00006767,CK_Cya_WH5701_05300,PF05368,PF13460
CK_00006771,CK_Cya_PCC7001_00569,PF02353,PF02353
CK_00006800,CK_Cya_PCC6307_03416,PF00586  PF02769,PF00586|PF02769
CK_00006801,CK_Cya_NS01_02422,PF01924,PF01924
CK_00006802,CK_Cya_WH5701_06456,PF01180  PF01180,PF01180
CK_00006803,CK_Cya_PCC6307_03413,PF01855  PF17147  PF01558  PF10371  PF14697  PF13484  PF13237  PF02775,PF01558|PF01855|PF02775|PF10371|PF12838|PF17147
CK_00006805,CK_Syn_WH8101_02174,PF00708  PF07503  PF07503  PF01300  PF17788  PF02543,PF00708|PF01300|PF07503|PF17788|PF22521
CK_00006808,CK_Cya_NS01_02390,PF00374,PF00374
CK_00006811,CK_Cya_NS01_02387,PF01257  PF01512  PF10531  PF10589  PF10589,PF01512|PF10589
CK_00006815,CK_Cya_WH5701_06631,PF13635,PF13173|PF13635
CK_00006843,CK_Cya_WH5701_07031,PF16755  PF12894, 
CK_00006847,CK_Cya_WH5701_07071,PF05016  PF13245  PF13361  PF13538,PF00580|PF13361
CK_00006850,CK_Syn_BL107_09691,PF13477  PF00534,PF00534
CK_00006867,CK_Cya_WH5701_07476,PF09378  PF00006,PF00006|PF02874|PF22919
CK_00006869,CK_Cya_PCC7001_02308,PF18274  PF01496,PF01496
CK_00006873,CK_Cya_WH5701_07506,PF02874  PF16886  PF16886  PF00006,PF00006|PF02874|PF16886|PF22919
CK_00006893,CK_Syn_A18-46.1_02851, , 
CK_00006909,CK_Pro_MIT0602_02045,PF13643  PF04313  PF18766  PF00271  PF08463,PF00271|PF04313|PF04851|PF08463|PF13643
CK_00006910,CK_Cya_PCC7001_00993,PF16864  PF00891  PF00891,PF00891|PF16864
CK_00006932,CK_Cya_PCC7001_01235,PF04087,PF04087
CK_00006952,CK_Cya_NS01_01882,PF02690  PF02690  PF02690,PF02690
CK_00006956,CK_Cya_WH5701_08894,PF01266,PF01266
CK_00006963,CK_Cya_NS01_00348,PF14872,PF14872
CK_00006974,CK_Cya_PCC7001_00868,PF08379  PF01841  PF00390  PF00390  PF00390  PF03949,PF00390|PF03949
CK_00007003,CK_Cya_PCC6307_02196,PF14890  PF01936  PF12872,PF01936|PF12872
CK_00007009,CK_Syn_BIOS-E4-1_00743, , 
CK_00007023,CK_Syn_A18-25c_01667,PF13691  PF00753,PF00753
CK_00007029,CK_Cya_NS01_01284,PF00535  PF13506,PF00535
CK_00007031,CK_Cya_PCC7001_02400,PF00933  PF01915  PF01915  PF07705,PF00933|PF01915|PF14310
CK_00007035,CK_Cya_PCC7001_00961,PF02517,PF02517
CK_00007039,CK_Cya_WH5701_09970,PF03724  PF03724  PF03724,PF03724
CK_00007044,CK_Cya_WH5701_10055,PF02653,PF02653
CK_00007045,CK_Cya_WH5701_10060,PF02653,PF02653
CK_00007046,CK_Cya_CB0101_09976,PF13458,PF13458
CK_00007047,CK_Syn_BIOS-U3-1_01682,PF00795,PF00795
CK_00007072,CK_Cya_PCC7001_01661,PF00144  PF11954,PF00144|PF11954
CK_00007075,CK_Syn_WH8016_00542,PF00501  PF13193,PF00501|PF13193
CK_00007086,CK_Cya_PCC7001_02095,PF06863  PF06863  PF06742,PF06742|PF06863
CK_00007089,CK_Cya_WH5701_10899,PF01654,PF01654
CK_00007103,CK_Cya_WH5701_11054,PF13476  PF02463,PF13476|PF13558
CK_00007104,CK_Cya_PCC6307_01995,PF12850  PF12320,PF00149|PF12320
CK_00007110,CK_Cya_PCC7001_00792,PF00924,PF00924|PF21082|PF21088
CK_00007111,CK_Cya_PCC7001_01147, , 
CK_00007112,CK_Cya_WH5701_11164,PF01734,PF01734
CK_00007123,CK_Cya_NS01_00512, , 
CK_00007129,CK_Cya_WH5701_11514,PF03982,PF03982
CK_00007143,CK_Cya_PCC6307_02453,PF00528  PF04069,PF00528|PF04069
CK_00007146,CK_Syn_WH8101_01785,PF01326  PF00391  PF00391  PF02896,PF00391|PF01326|PF02896
CK_00007186,CK_Cya_NS01_02113,PF01209,PF08241
CK_00007188,CK_Syn_ROS8604_00235,PF18588,PF18588
CK_00007189,CK_Cya_WH5701_12438, , 
CK_00007190,CK_Cya_WH5701_12428, ,PF04577
CK_00007201,CK_Cya_WH5701_12733, , 
CK_00007202,CK_Cya_WH5701_12738,PF02706  PF13807, 
CK_00007203,CK_Cya_WH5701_12743,PF02563  PF10531  PF06251,PF02563
CK_00007205,CK_Cya_PCC6307_00366,PF02350,PF13439|PF13692
CK_00007206,CK_Cya_PCC6307_00365,PF13440  PF14667,PF13440
CK_00007221,CK_Cya_WH5701_13245,PF00149  PF14008,PF00149
CK_00007240,CK_Cya_PCC6307_01217,PF01370, 
CK_00007247,CK_Cya_CB0205_07918,PF13439  PF13692  PF13524,PF13439
