SeqCluster,Domain_IDs,ClusterNumber,Pfam_result
CK_00006869,PF18274  PF01496,CK_Cya_PCC7001_02308,PF01496
CK_00006873,PF02874  PF16886  PF16886  PF00006,CK_Cya_WH5701_07506,PF00006|PF02874|PF16886|PF22919
CK_00006893, ,CK_Syn_A18-46.1_02851, 
CK_00006909,PF13643  PF04313  PF18766  PF00271  PF08463,CK_Pro_MIT0602_02045,PF00271|PF04313|PF04851|PF08463|PF13643
CK_00006910,PF16864  PF00891  PF00891,CK_Cya_PCC7001_00993,PF00891|PF16864
CK_00006932,PF04087,CK_Cya_PCC7001_01235,PF04087
CK_00006952,PF02690  PF02690  PF02690,CK_Cya_NS01_01882,PF02690
CK_00006956,PF01266,CK_Cya_WH5701_08894,PF01266
CK_00006963,PF14872,CK_Cya_NS01_00348,PF14872
CK_00006974,PF08379  PF01841  PF00390  PF00390  PF00390  PF03949,CK_Cya_PCC7001_00868,PF00390|PF03949
CK_00007003,PF14890  PF01936  PF12872,CK_Cya_PCC6307_02196,PF01936|PF12872
CK_00007009, ,CK_Syn_BIOS-E4-1_00743, 
CK_00007023,PF13691  PF00753,CK_Syn_A18-25c_01667,PF00753
CK_00007029,PF00535  PF13506,CK_Cya_NS01_01284,PF00535
CK_00007031,PF00933  PF01915  PF01915  PF07705,CK_Cya_PCC7001_02400,PF00933|PF01915|PF14310
CK_00007035,PF02517,CK_Cya_PCC7001_00961,PF02517
CK_00007039,PF03724  PF03724  PF03724,CK_Cya_WH5701_09970,PF03724
CK_00007044,PF02653,CK_Cya_WH5701_10055,PF02653
CK_00007045,PF02653,CK_Cya_WH5701_10060,PF02653
CK_00007046,PF13458,CK_Cya_CB0101_09976,PF13458
CK_00007047,PF00795,CK_Syn_BIOS-U3-1_01682,PF00795
CK_00007072,PF00144  PF11954,CK_Cya_PCC7001_01661,PF00144|PF11954
CK_00007075,PF00501  PF13193,CK_Syn_WH8016_00542,PF00501|PF13193
CK_00007086,PF06863  PF06863  PF06742,CK_Cya_PCC7001_02095,PF06742|PF06863
CK_00007089,PF01654,CK_Cya_WH5701_10899,PF01654
CK_00007103,PF13476  PF02463,CK_Cya_WH5701_11054,PF13476|PF13558
CK_00007104,PF12850  PF12320,CK_Cya_PCC6307_01995,PF00149|PF12320
CK_00007110,PF00924,CK_Cya_PCC7001_00792,PF00924|PF21082|PF21088
CK_00007111, ,CK_Cya_PCC7001_01147, 
CK_00007112,PF01734,CK_Cya_WH5701_11164,PF01734
CK_00007123, ,CK_Cya_NS01_00512, 
CK_00007129,PF03982,CK_Cya_WH5701_11514,PF03982
CK_00007143,PF00528  PF04069,CK_Cya_PCC6307_02453,PF00528|PF04069
CK_00007146,PF01326  PF00391  PF00391  PF02896,CK_Syn_WH8101_01785,PF00391|PF01326|PF02896
CK_00007186,PF01209,CK_Cya_NS01_02113,PF08241
CK_00007188,PF18588,CK_Syn_ROS8604_00235,PF18588
CK_00007189, ,CK_Cya_WH5701_12438, 
CK_00007190, ,CK_Cya_WH5701_12428,PF04577
CK_00007201, ,CK_Cya_WH5701_12733, 
CK_00007202,PF02706  PF13807,CK_Cya_WH5701_12738, 
CK_00007203,PF02563  PF10531  PF06251,CK_Cya_WH5701_12743,PF02563
CK_00007205,PF02350,CK_Cya_PCC6307_00366,PF13439|PF13692
CK_00007206,PF13440  PF14667,CK_Cya_PCC6307_00365,PF13440
CK_00007221,PF00149  PF14008,CK_Cya_WH5701_13245,PF00149
CK_00007240,PF01370,CK_Cya_PCC6307_01217, 
CK_00007247,PF13439  PF13692  PF13524,CK_Cya_CB0205_07918,PF13439
CK_00007248,PF13579  PF00982,CK_Syn_RS9907_02477,PF00534
CK_00007251,PF13579  PF00982,CK_Syn_BMK-MC-1_00320,PF00534|PF13579
CK_00007252,PF16993,CK_Cya_CB0205_07913,PF00534
CK_00007289,PF00128  PF02806,CK_Cya_WH5701_14726,PF00128|PF02806
CK_00007293,PF01694,CK_Cya_CB0101_11112,PF01694
CK_00007296,PF01163  PF00069  PF12773,CK_Cya_CB0101_11132,PF00069
CK_00007319,PF01494,CK_Cya_CB0205_12370,PF01494
CK_00007331,PF01425,CK_Syn_WH7805_00350,PF01425
CK_00007336, ,CK_Syn_ROS8604_02223, 
CK_00007366,PF03235  PF07510,CK_Syn_WH7805_01050,PF03235
CK_00007392,PF06863  PF06742,CK_Syn_RS9916_32572,PF06742|PF06863
CK_00007428,PF13753  PF17936  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF13517  PF01839  PF08548  PF00353,CK_Cya_PCC7001_01599, 
CK_00007484,PF01420  PF01420,CK_Syn_WH7805_05821,PF01420
CK_00007495, ,CK_Syn_KORDI-100_22260, 
CK_00007498,PF08548  PF00353  PF08548  PF00353,CK_Syn_WH7805_06051,PF00353
CK_00007505,PF02931  PF02932,CK_Syn_KORDI-52_07760,PF02931
CK_00007506,PF03922,CK_Syn_WH7805_06206,PF13505
CK_00007507, ,CK_Syn_WH7805_06216,PF13229
CK_00007527,PF00072  PF00486,CK_Syn_WH7805_07841,PF00486
CK_00007529,PF03098  PF08548  PF00353  PF08548  PF00353,CK_Syn_WH7805_07851,PF00353|PF00404|PF03098
CK_00007532,PF05045  PF05721,CK_Syn_A15-44_02735,PF05045
CK_00007542,PF07394,CK_Syn_ROS8604_00199,PF07394
CK_00007543,PF08811,CK_Syn_ROS8604_00198,PF08811
CK_00007554, ,CK_Syn_RS9902_00650, 
CK_00007560, ,CK_Syn_WH7805_08451,PF03567
CK_00007561,PF14559  PF04733  PF14559,CK_Syn_BMK-MC-1_00254,PF00583|PF13176
CK_00007564,PF13429,CK_Syn_ROS8604_00215, 
CK_00007566,PF08548  PF00353  PF00353  PF08548,CK_Syn_BMK-MC-1_00249,PF00353
CK_00007567,PF05045,CK_Syn_WH7805_08486,PF05045
CK_00007572,PF00474,CK_Syn_WH8016_01773,PF00474
CK_00007581,PF03033  PF00201,CK_Cya_PCC7001_02302,PF06722
CK_00007587,PF06813  PF07690,CK_Syn_WH8101_02149,PF07690
CK_00007630,PF00067,CK_Syn_KORDI-52_25950,PF00067
CK_00007631,PF01494,CK_Syn_WH7805_10598,PF01494
CK_00007632,PF17645,CK_Syn_WH7805_10603,PF17645
CK_00007633,PF03972,CK_Syn_PROS-7-1_02654,PF03972|PF19305
CK_00007634,PF11700  PF07690,CK_Syn_WH7805_10613,PF07690
CK_00007700, ,CK_Cya_PCC6307_00691, 
CK_00007708,PF08548  PF00353  PF00353,CK_Syn_PROS-U-1_02068,PF00353
CK_00007729, ,CK_Pro_MIT9303_12021, 
CK_00007734,PF08706  PF01057  PF03288,CK_Syn_WH7805_13283,PF00476|PF08706
CK_00007890,PF00176  PF00271  PF12137  PF13020,CK_Syn_WH8101_01072,PF00271|PF04851|PF13020
CK_00007993,PF00223,CK_Syn_A18-40_02376,PF00223
CK_00007997,PF00873,CK_Syn_A18-25c_00596,PF00873
CK_00008000,PF07638,CK_Syn_RS9909_02038,PF00140|PF04539|PF04542|PF04545
CK_00008011,PF01699  PF01699,CK_Syn_WH8101_02406,PF01699
CK_00008012,PF00427,CK_Syn_CC9311_00502,PF00427
CK_00008014,PF00072  PF07701  PF00486,CK_Pro_MIT9401_01990,PF00072|PF00486
CK_00008016,PF00427,CK_Syn_WH8016_00465,PF00427
CK_00008018,PF13409  PF13409  PF13410,CK_Cya_PCC6307_00188,PF13409|PF13410
CK_00008019,PF00072  PF07701  PF00486,CK_Pro_MIT0602_01664,PF00072|PF00486
CK_00008021,PF00924,CK_Syn_RS9917_08075,PF00924|PF21082
CK_00008022,PF00427,CK_Syn_WH8020_00455,PF00427|PF01383
CK_00008023,PF00427,CK_Syn_RS9916_33137,PF00427
CK_00008025,PF00664  PF09818,CK_Syn_A18-46.1_00471,PF00005|PF00664
CK_00008026,PF00950,CK_Syn_BIOS-U3-1_02161,PF00950
CK_00008029,PF12704  PF02687,CK_Syn_PROS-7-1_02565,PF02687
CK_00008031,PF00427,CK_Syn_MVIR-18-1_02439,PF00427
CK_00008032,PF00427,CK_Pro_MIT0603_00330,PF00427
CK_00008034,PF02861  PF05496  PF00004  PF17871  PF17871  PF01078  PF07724  PF07724  PF10431,CK_Pro_MIT9301_02271,PF00004|PF02861|PF07724|PF10431|PF17871
CK_00008035,PF02861  PF02861  PF00004  PF17871  PF02151  PF17871  PF13177  PF07724  PF10431,CK_Pro_MIT0702_00152,PF00004|PF02861|PF07724|PF10431|PF17871
CK_00008040,PF00664  PF13476  PF00005  PF13304  PF17833,CK_Syn_A18-40_01673,PF00005|PF00664
CK_00008041,PF00664  PF13555  PF00005  PF17833,CK_Syn_BL107_12340,PF00005|PF00664
CK_00008042,PF00664  PF09818,CK_Pro_MIT9107_01293,PF00005|PF00664
CK_00008043,PF04831  PF00027  PF03412  PF00664  PF09818,CK_Syn_RS9915_00485,PF00005|PF00027|PF00664
CK_00008044,PF00664  PF00005  PF17833,CK_Syn_MEDNS5_00734,PF00005|PF00664
CK_00008045,PF00916  PF01740,CK_Syn_NOUM97013_01982,PF00916|PF01740
CK_00008046,PF08816  PF04055,CK_Pro_MIT9311_01971,PF04055
CK_00008047,PF01556,CK_Cya_PCC6307_01694,PF00226|PF01556
CK_00008052,PF00012,CK_Pro_HNLC2_00626,PF00012
CK_00008054,PF00118,CK_Syn_TAK9802_02172,PF00118
CK_00008055,PF12717  PF02985  PF13646,CK_Syn_KORDI-49_04580,PF13646
CK_00008058,PF00124,CK_Pro_SS52_00323,PF00124
CK_00008059,PF00005  PF13304  PF08352  PF13555  PF00005  PF13304  PF08352,CK_Syn_TAK9802_02480,PF00005
CK_00008061,PF00270  PF01368  PF00571,CK_Syn_MEDNS5_00369,PF00005
CK_00008062,PF00005  PF13304,CK_Pro_MIT9303_11301,PF00005
CK_00008064,PF00005  PF13304,CK_Syn_RCC307_02473,PF00005
CK_00008066,PF00005  PF13304  PF08402,CK_Syn_BOUM118_01678,PF00005
CK_00008067,PF13555  PF13304,CK_Syn_RS9917_04410,PF00005
CK_00008068,PF13476  PF00005  PF13304  PF17912  PF08402,CK_Syn_A15-24_02110,PF00005|PF08402
CK_00008069,PF00005  PF13304  PF08402,CK_Syn_RS9902_01549,PF00005|PF08402
CK_00008073,PF00005  PF13304  PF12399,CK_Cya_CB0101_09991,PF00005|PF12399
CK_00008077,PF00664  PF09818,CK_Syn_KORDI-49_01770,PF00005|PF00664
CK_00008079,PF00664  PF09818  PF04831  PF00027,CK_Syn_MINOS11_02267,PF00005|PF00027|PF00664
CK_00008084,PF13555  PF13304,CK_Syn_A18-46.1_02912,PF00005
CK_00008085,PF06480  PF00154  PF00004  PF17862  PF01434,CK_Syn_CC9902_02043,PF00004|PF01434|PF06480|PF17862
CK_00008086,PF06480  PF06068  PF00004  PF00004  PF17862  PF01434,CK_Pro_MIT9311_01149,PF00004|PF01434|PF06480|PF17862
CK_00008087,PF06480  PF06068  PF17862  PF01434,CK_Pro_SS51_01373,PF00004|PF01434|PF17862
CK_00008090,PF00662  PF00361  PF01010,CK_Syn_A15-127_00811,PF00361
CK_00008091,PF00662  PF00361  PF01010,CK_Pro_MIT9202_00580,PF00361
CK_00008092,PF00044  PF00044  PF02800,CK_Syn_CC9902_01815,PF00044|PF02800
CK_00008093,PF00044  PF00044  PF02800,CK_Syn_RCC307_00428,PF00044|PF02800
CK_00008094,PF13365  PF02907,CK_Pro_MIT0602_00005,PF13365
CK_00008095,PF13365  PF02907  PF13180  PF02163,CK_Syn_WH7805_14403,PF13180|PF13365
CK_00008096,PF13365  PF02907  PF02163  PF13180,CK_Syn_RCC307_00375,PF13180|PF13365
CK_00008103,PF02514,CK_Syn_CC9616_01673,PF02514
CK_00008104,PF00291,CK_Syn_A15-24_00727,PF00291
CK_00008105,PF00291,CK_Cya_NS01_00128,PF00291
CK_00008106,PF12697,CK_Syn_A15-44_00143,PF12697
CK_00008107,PF00521  PF03989  PF03989,CK_Syn_CC9605_00005,PF00521|PF03989
CK_00008109,PF00266,CK_Syn_KORDI-100_15830,PF00266
CK_00008110,PF14684  PF14685  PF03572,CK_Syn_RS9916_40466,PF03572|PF17820
CK_00008113,PF02366,CK_Syn_RS9909_02211,PF13231
CK_00008116,PF00487,CK_Cya_NS01_01980,PF00487
CK_00008117,PF00487,CK_Pro_SS120_01833,PF00487
CK_00008118,PF00115,CK_Syn_CC9605_00980,PF00115
CK_00008119,PF02016,CK_Syn_MEDNS5_01195,PF02016|PF17676
CK_00008122,PF16697  PF00912  PF00905,CK_Syn_WH7803_01341,PF00498|PF00905|PF00912
CK_00008123,PF06862,CK_Cya_WH5701_09179,PF00270|PF00271
CK_00008129,PF13561,CK_Syn_BIOS-E4-1_03171,PF13561
CK_00008130,PF05977,CK_Syn_WH7803_02263,PF07690
CK_00008169,PF05977,CK_Syn_CC9311_00154,PF07690
CK_00008170,PF00535  PF02709,CK_Syn_CC9311_00155,PF13506
CK_00008171,PF00109  PF02801  PF16197  PF14765  PF08240  PF00107  PF13602  PF08659  PF00550  PF07993,CK_Syn_SYN20_00188, 
CK_00008172,PF06925  PF06925  PF04101,CK_Syn_SYN20_00187,PF06925
CK_00008176, ,CK_Syn_CC9311_00162, 
CK_00008204,PF13469  PF00685,CK_Syn_CC9311_00225,PF13469
CK_00008209,PF17897  PF01569,CK_Syn_WH8020_00237,PF21167|PF22778
CK_00008210,PF14525  PF12833,CK_Syn_WH7805_14494,PF12833
CK_00008220,PF17660  PF17660  PF17660  PF00144,CK_Syn_WH8020_00323,PF00144|PF17660
CK_00008265,PF10340,CK_Syn_WH8016_02567,PF07859
CK_00008348,PF12715  PF05448  PF02230,CK_Syn_MVIR-18-1_02623,PF01738
CK_00008374,PF05977,CK_Syn_WH8020_00951,PF07690
CK_00008421, ,CK_Syn_WH7805_05316,PF09811
CK_00008429,PF13188  PF08447  PF00512  PF13581  PF00072,CK_Syn_CC9311_01079,PF00072|PF00512|PF02518
CK_00008435,PF13847  PF01209,CK_Pro_NATL1A_16171,PF08241
CK_00008484,PF13519  PF08548  PF00353  PF00353,CK_Syn_KORDI-52_18930, 
CK_00008524,PF03552  PF03552  PF07238,CK_Cya_CB0101_08417,PF07238|PF13641
CK_00008525,PF16576  PF00529  PF16576,CK_Cya_CB0101_08412,PF13437
CK_00008542,PF09375,CK_Cya_PCC6307_00884,PF09375
CK_00008557,PF05019,CK_Syn_BIOS-U3-1_02646, 
CK_00008574,PF03547,CK_Syn_CC9311_01609,PF03547
CK_00008701,PF00909,CK_Pro_MIT9515_04231,PF00909
CK_00008702,PF18679  PF00881,CK_Syn_ROS8604_03087,PF00881|PF22767
CK_00008727,PF04986  PF00589,CK_Pro_MIT0702_00055,PF00589
CK_00008775,PF00067,CK_Syn_CC9311_02672,PF00067
CK_00008776,PF04261,CK_Syn_CC9311_02673,PF21105
CK_00008777, ,CK_Syn_KORDI-52_25780, 
CK_00008779,PF05990,CK_Syn_WH8020_02897, 
CK_00008783,PF01569,CK_Syn_CC9311_02681, 
CK_00008787,PF05552  PF00924,CK_Syn_KORDI-52_25740,PF00924
CK_00008793,PF06977  PF06977,CK_Syn_WH8020_02908,PF06977
CK_00008796,PF04909,CK_Syn_CC9311_02693,PF04909
CK_00008828,PF12974,CK_Syn_KORDI-52_26960,PF12974
CK_00008849,PF00082  PF17892  PF03160,CK_Syn_A15-44_03182,PF00082
CK_00008855,PF16952  PF00120,CK_Cya_PCC7001_02440,PF00120
CK_00008856,PF00389  PF02826,CK_Syn_RS9909_02242,PF00389|PF02826
CK_00009005,PF03109  PF01636,CK_Syn_WH8020_00741,PF03109
CK_00009006,PF03109  PF06176,CK_Pro_MIT9515_11731,PF03109
CK_00009007,PF01041  PF01041,CK_Pro_MIT0603_00301,PF01041
CK_00009009,PF09360  PF09360  PF01645,CK_Cya_NS01_00549,PF01645|PF09360
CK_00009016,PF12951  PF12951  PF12951  PF12951  PF12951  PF12951  PF12951  PF02412  PF03797,CK_Syn_KORDI-49_24860,PF12951
CK_00009036,PF05159,CK_Syn_RS9909_00235, 
CK_00009056,PF00140  PF07638,CK_Syn_A15-24_02744,PF00140|PF04539|PF04542|PF04545
CK_00009057,PF00140  PF04539  PF04542  PF04539  PF04545,CK_Syn_BMK-MC-1_03027,PF00140|PF04539|PF04542|PF04545
CK_00009058,PF00140  PF04542  PF04539  PF04545,CK_Pro_PAC1_00770,PF00140|PF04539|PF04542|PF04545
CK_00009059,PF00140  PF04542  PF04539  PF04545,CK_Syn_MITS9220_02126,PF00140|PF04539|PF04542|PF04545
CK_00009060,PF00140  PF04542  PF04539  PF04545,CK_Syn_WH8020_01305,PF00140|PF04542|PF04545
CK_00009061,PF00140  PF04542  PF04539  PF04545,CK_Syn_MINOS11_00462,PF00140|PF04542|PF04545
CK_00009062,PF00140  PF04542  PF04539  PF04545,CK_Syn_RCC307_01811,PF00140|PF04539|PF04542|PF04545
CK_00009066,PF00534  PF13524,CK_Syn_CC9616_00121,PF00534
CK_00009067,PF03407,CK_Syn_BL107_17416,PF03407
CK_00009072,PF00427,CK_Syn_WH8101_02553,PF00427
CK_00009077,PF00109  PF02801  PF02801,CK_Syn_WH8103_00447,PF00109|PF02801
CK_00009082,PF10067,CK_Syn_KORDI-52_13100, 
CK_00009089,PF04464,CK_Syn_RS9916_40492, 
CK_00009095,PF00421  PF00421,CK_Syn_CC9616_00431,PF00421
CK_00009098,PF00128  PF11941,CK_Cya_PCC6307_00977,PF00128
CK_00009102,PF01590  PF07992  PF02852,CK_Syn_MINOS11_00708,PF02852|PF07992
CK_00009103,PF09335  PF07992  PF02852  PF02852,CK_Cya_PCC6307_02508,PF02852|PF07992|PF09335
CK_00009104,PF17784,CK_Syn_RCC307_02555,PF17784
CK_00009107,PF16926  PF00512  PF02518,CK_Syn_CC9311_00706,PF00512|PF02518
CK_00009110,PF03130  PF02985  PF13646,CK_Syn_MITS9220_02069,PF13646
CK_00009111,PF02776  PF00205  PF02775,CK_Syn_PROS-7-1_01110,PF00205|PF02775|PF02776
CK_00009112,PF02776  PF00205  PF02775,CK_Syn_A15-62_00864,PF00205|PF02775|PF02776
CK_00009113,PF05810  PF00291,CK_Cya_PCC6307_00723,PF00291
CK_00009115,PF00122  PF09741  PF00702  PF08282,CK_Syn_WH8101_00708,PF00122|PF00702
CK_00009116,PF00122  PF00122  PF00702  PF08282,CK_Cya_NS01_02351,PF00122|PF00702
CK_00009117,PF00690  PF00122  PF09741  PF13246  PF00702  PF08282  PF00689,CK_Cya_PCC7001_00463,PF00122|PF00690|PF00702
CK_00009118,PF02492  PF07683,CK_Syn_CC9616_01475,PF02492|PF07683
CK_00009119,PF00916  PF01740  PF01740,CK_Syn_BMK-MC-1_02064,PF00916|PF01740
CK_00009123,PF00072  PF07701  PF07228,CK_Cya_PCC6307_00373,PF00072|PF07228
CK_00009124,PF00873,CK_Syn_MINOS11_01854,PF00873
CK_00009125,PF00873,CK_Syn_NOUM97013_00126,PF00873
CK_00009129,PF13593,CK_Syn_BMK-MC-1_02587,PF01758
CK_00009132,PF00535  PF13641  PF05045,CK_Syn_BL107_05774,PF00535|PF05045
CK_00009152,PF04820  PF05834,CK_Pro_MIT9116_00839,PF05834
CK_00009155,PF13379,CK_Cya_WH5701_01925,PF13379
CK_00009166,PF00465,CK_Syn_RCC307_00551,PF00465
CK_00009168,PF05787,CK_Syn_RS9915_02097,PF05787
CK_00009171,PF03130  PF03130  PF02985  PF03130  PF03130  PF03130  PF03130,CK_Cya_WH5701_05890,PF03130|PF13646
CK_00015534,PF00199  PF06628  PF18011,CK_Cya_PCC6307_00788,PF00199|PF06628|PF18011
CK_00017141,PF00005  PF13304,CK_Cya_PCC6307_02445,PF00005
CK_00020700,PF12717  PF13646  PF13646,CK_Syn_MINOS11_02212,PF13646
CK_00022444, ,CK_Syn_A18-46.1_02338, 
CK_00023352,PF00528,CK_Cya_WH5701_01920,PF00528
CK_00025674,PF00365,CK_Syn_MITS9220_02955,PF00365
CK_00031409,PF04392,CK_Cya_PCC6307_02546,PF04392
CK_00032631,PF13476  PF00005  PF13304  PF13379,CK_Cya_WH5701_04725,PF00005|PF13379
CK_00033056,PF00115,CK_Syn_RS9916_33562,PF00115
CK_00033109,PF00421  PF00421,CK_Pro_MIT0801_00898,PF00421
CK_00033154,PF13847,CK_Pro_MED4_01243,PF13847
CK_00033158,PF02481,CK_Pro_MIT9215_12681,PF02481
CK_00033160,PF00596  PF00596  PF13419,CK_Cya_PCC6307_02976,PF00596|PF00702
CK_00033162,PF13347,CK_Syn_WH7803_01136,PF13347
CK_00033165,PF10216,CK_Cya_NS01_00972,PF10216
CK_00033166,PF01059  PF00361,CK_Cya_NS01_00971,PF00361
CK_00033167,PF00662  PF00361  PF06455,CK_Cya_WH5701_11854,PF00361|PF00662
CK_00033170,PF05116,CK_Cya_PCC6307_00979,PF05116
CK_00033172,PF00862  PF13579  PF00534  PF13524,CK_Pro_SS35_00429,PF00534|PF00862
CK_00033174,PF16952  PF00120,CK_Cya_PCC7001_02568,PF00120
CK_00033175, ,CK_Syn_CC9311_02686, 
CK_00033176,PF01565  PF08031,CK_Pro_MIT0801_00751,PF01565
CK_00033177,PF00732  PF05199,CK_Syn_RS9909_01916,PF00732|PF05199
CK_00033179,PF00005  PF13304  PF13732,CK_Syn_WH7805_05621,PF00005
CK_00033182,PF00528,CK_Syn_BIOS-E4-1_00176,PF00528
CK_00033183,PF13379  PF05573,CK_Syn_BIOS-E4-1_00175,PF05573|PF09084
CK_00033184,PF00528,CK_Cya_WH5701_04720,PF00528
CK_00033185,PF13555  PF00005  PF13304  PF13379,CK_Cya_WH5701_01915,PF00005|PF13379
CK_00033186,PF00005  PF13304,CK_Cya_PCC6307_00957,PF00005
CK_00033193,PF11965  PF11965  PF02514,CK_Cya_WH5701_11029,PF02514|PF11965
CK_00033195,PF13090,CK_Cya_PCC7001_00636,PF13091
CK_00033206, ,CK_Syn_A15-44_00179, 
CK_00033208,PF13641  PF13469  PF00535,CK_Syn_A15-44_00180,PF00535|PF13469
CK_00033228,PF13091  PF04851  PF00271  PF11907,CK_Syn_RS9909_01673,PF00271|PF04851|PF11907
CK_00033230,PF05693,CK_Pro_MIT0701_01513,PF00534
CK_00033256,PF05212,CK_Syn_BMK-MC-1_00303, 
CK_00033259,PF14279,CK_Syn_A15-44_01735,PF14279
CK_00033260, ,CK_Syn_A15-44_01734, 
CK_00033261,PF13555  PF13304,CK_Syn_A15-44_01730, 
CK_00033264, ,CK_Syn_A15-44_01738, 
CK_00033289, ,CK_Syn_WH8020_02244, 
CK_00033294,PF13365,CK_Syn_WH8020_02227,PF13365
CK_00033365,PF05133,CK_Syn_A15-44_02544, 
CK_00033375, ,CK_Syn_A15-44_02532, 
CK_00033423, ,CK_Syn_A15-44_01767, 
CK_00033424, ,CK_Syn_A15-44_01765, 
CK_00033438,PF08665,CK_Syn_A15-44_00571,PF08665
CK_00033447,PF08849,CK_Syn_A15-44_00567,PF08849
CK_00033457,PF11319,CK_Syn_A15-44_02785, 
CK_00033479, ,CK_Syn_A15-44_02699, 
CK_00033488, ,CK_Syn_A15-44_02714, 
CK_00033489,PF04506,CK_Syn_A15-44_02713, 
CK_00033492,PF05598  PF01609  PF13751,CK_Cya_WH5701_12408,PF01609|PF05598
CK_00033508, ,CK_Syn_WH8020_01533, 
CK_00033543, ,CK_Syn_BMK-MC-1_00304, 
CK_00033585,PF02388,CK_Syn_BIOS-E4-1_00302,PF13480
CK_00033607, ,CK_Syn_BIOS-E4-1_01488, 
CK_00033663, ,CK_Syn_KORDI-52_09580, 
CK_00033673,PF13632  PF14332  PF05157  PF14332,CK_Cya_CB0101_09119,PF13632
CK_00033691, ,CK_Syn_ROS8604_00283,PF03567
CK_00033718, ,CK_Syn_RS9902_00752, 
CK_00033751,PF12161  PF02384,CK_Pro_MIT0603_00639,PF02384|PF12161
CK_00033768,PF08401  PF08401  PF18818,CK_Syn_RS9917_11171,PF08401|PF18818
CK_00033769, ,CK_Cya_WH5701_10749,PF21810
CK_00033771,PF12996  PF13524,CK_Pro_UH18301_01958,PF13524
CK_00033783,PF04098,CK_Syn_RS9917_13778,PF04098
CK_00033815, ,CK_Syn_BIOS-U3-1_02093, 
CK_00033820, ,CK_Cya_PCC6307_03100, 
CK_00033834, ,CK_Syn_A15-28_02564, 
CK_00033838, ,CK_Syn_CC9605_00136, 
CK_00033856,PF02518  PF14213,CK_Syn_A15-28_02352,PF14213
CK_00033897, ,CK_Syn_BIOS-E4-1_00917, 
CK_00033902, ,CK_Syn_BIOS-E4-1_02358, 
CK_00033939, ,CK_Syn_A15-28_01962, 
CK_00033973, ,CK_Syn_WH8020_00863, 
CK_00034001, ,CK_Syn_WH8020_00828, 
CK_00034017,PF05222  PF03435  PF01262,CK_Syn_BIOS-E4-1_02708,PF01262|PF05222
CK_00034030,PF16793  PF13148,CK_Syn_BIOS-E4-1_02700,PF13148
CK_00034076, ,CK_Syn_WH8020_00917,PF19116
CK_00034079,PF12849,CK_Syn_WH8020_00914,PF12849
CK_00034166, ,CK_Syn_A15-24_00095, 
CK_00034172, ,CK_Syn_A15-24_00096, 
CK_00034173,PF04311,CK_Syn_A15-24_00092, 
CK_00034207,PF18025  PF00852  PF00852,CK_Syn_A15-24_00085,PF00852|PF18025
CK_00034208, ,CK_Syn_BIOS-E4-1_00722, 
CK_00034225,PF01820  PF07478,CK_Syn_A15-28_00332,PF07478
CK_00034287,PF13378,CK_Syn_A15-28_00166,PF13378
CK_00034298,PF05050,CK_Syn_A15-28_00188,PF05050
CK_00034302, ,CK_Syn_A15-28_00174, 
CK_00034304, ,CK_Syn_A15-28_00176, 
CK_00034314,PF02776  PF00205  PF02775,CK_Syn_BIOS-E4-1_00912,PF02775|PF02776
CK_00034341, ,CK_Syn_BIOS-E4-1_00836, 
CK_00034343, ,CK_Syn_BIOS-E4-1_00833, 
CK_00034370,PF02321  PF02321,CK_Syn_BIOS-E4-1_00198,PF02321
CK_00034399, ,CK_Syn_BIOS-E4-1_00855, 
CK_00034401, ,CK_Syn_BIOS-E4-1_00857, 
CK_00034405, ,CK_Syn_WH8016_02313, 
CK_00034413,PF07719  PF14561  PF13424  PF14559,CK_Syn_WH8016_02319,PF13181|PF13432
CK_00034476,PF13844,CK_Syn_BIOS-U3-1_00237,PF13692
CK_00034478,PF13641  PF13579  PF00534  PF13524,CK_Syn_BIOS-U3-1_00238,PF00535
CK_00034482, ,CK_Syn_BIOS-U3-1_00240, 
CK_00034484,PF05693,CK_Syn_BIOS-U3-1_00241,PF13692
CK_00034489,PF00072  PF07701  PF01339,CK_Syn_WH8016_01993,PF00072|PF01339
CK_00034494,PF00015  PF00015  PF17200,CK_Syn_WH8016_01991,PF00015
CK_00034522, ,CK_Syn_BIOS-U3-1_00267, 
CK_00034536, ,CK_Syn_BIOS-U3-1_00253, 
CK_00034538, ,CK_Syn_BIOS-U3-1_00254, 
CK_00034539,PF01627  PF07194  PF02895  PF02518  PF01584,CK_Syn_WH8016_01989,PF00072|PF01584|PF01627|PF02518|PF02895
CK_00034548,PF13847  PF01209,CK_Syn_BIOS-U3-1_00261,PF13489
CK_00034550, ,CK_Syn_BIOS-U3-1_00262, 
CK_00034554,PF01041,CK_Syn_BIOS-U3-1_00259,PF01041
CK_00034575, ,CK_Syn_BL107_05929, 
CK_00034587,PF04464,CK_Syn_BL107_05899, 
CK_00034601, ,CK_Syn_BIOS-E4-1_03047, 
CK_00034614,PF14145  PF14145,CK_Syn_BIOS-E4-1_03073, 
CK_00034699, ,CK_Pro_MIT9322_00707, 
CK_00034704, ,CK_Pro_MIT0602_02029, 
CK_00034738,PF04389  PF04389,CK_Syn_MITS9220_01914,PF04389
CK_00034742,PF03022,CK_Syn_A15-60_02425,PF03022
